ID,Description,term_size,overlap,gene_ratio,background_ratio,pvalue,p.adjust,genes
GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,179,18,0.015126050420168067,0.007563273756707652,0.004068069136989809,0.05595027482071195,101;10451;1524;1956;2321;2912;3643;3791;4914;5008;50507;5175;5587;5627;64805;7010;80310;9037
GO:0015804,neutral amino acid transport,22,5,0.004201680672268907,9.295643723327841e-4,0.004098105917161678,0.055969236756760535,11136;340024;56301;8501;92745
GO:0001889,liver development,52,8,0.0067226890756302525,0.0021971521527865807,0.004184542396898193,0.05675285625793175,1051;23242;3158;38;54578;5629;595;7049
GO:0051058,negative regulation of small GTPase mediated signal transduction,14,4,0.0033613445378151263,5.915409642117716e-4,0.004242971718946516,0.05675701210344209,1454;23616;58504;84952
GO:1900006,positive regulation of dendrite development,14,4,0.0033613445378151263,5.915409642117716e-4,0.004242971718946516,0.05675701210344209,158866;2146;23242;655
GO:0043524,negative regulation of neuron apoptotic process,100,12,0.010084033613445379,0.004225292601512655,0.004378556174738026,0.05817224632151949,101;10891;3791;4192;4914;51804;6495;7349;7832;80315;8829;9928
GO:0010718,positive regulation of epithelial to mesenchymal transition,53,8,0.0067226890756302525,0.002239405078801707,0.004715843846570836,0.06223002048887056,101;1277;2146;2305;4192;655;7291;8313
GO:0043123,positive regulation of canonical NF-kappaB signal transduction,225,21,0.01764705882352941,0.009506908353403473,0.004872969856151226,0.06387188006082781,10616;10783;10913;1524;3162;3611;3643;3956;5587;57161;60401;64081;64170;64922;7098;7105;79092;815;8740;8795;948
GO:0032753,positive regulation of interleukin-4 production,23,5,0.004201680672268907,9.718172983479105e-4,0.00502275821109218,0.06523196570617455,1051;3133;53832;53833;84868
GO:0051289,protein homotetramerization,65,9,0.007563025210084034,0.0027464401909832255,0.005043536519012984,0.06523196570617455,361;3783;3834;51466;567;57582;6470;6999;80036
GO:0031175,neuron projection development,128,14,0.011764705882352941,0.005408374529936198,0.005099012302893395,0.06551559886546579,10129;177;1906;22871;23767;26999;3897;4914;57465;7349;7477;7832;79778;999
GO:0006695,cholesterol biosynthetic process,33,6,0.005042016806722689,0.001394346558499176,0.005497050823326734,0.06784234531489991,1595;2222;3156;3158;3422;47
GO:0000302,response to reactive oxygen species,15,4,0.0033613445378151263,6.337938902268982e-4,0.005558000640237576,0.06784234531489991,3373;5798;6278;847
GO:0005978,glycogen biosynthetic process,15,4,0.0033613445378151263,6.337938902268982e-4,0.005558000640237576,0.06784234531489991,34;7957;8864;8908
GO:0010038,response to metal ion,15,4,0.0033613445378151263,6.337938902268982e-4,0.005558000640237576,0.06784234531489991,10397;210;3158;567
GO:0045987,positive regulation of smooth muscle contraction,15,4,0.0033613445378151263,6.337938902268982e-4,0.005558000640237576,0.06784234531489991,10874;1906;255743;8877
GO:0097028,dendritic cell differentiation,15,4,0.0033613445378151263,6.337938902268982e-4,0.005558000640237576,0.06784234531489991,2323;53832;53833;55509
GO:0099509,regulation of presynaptic cytosolic calcium ion concentration,15,4,0.0033613445378151263,6.337938902268982e-4,0.005558000640237576,0.06784234531489991,3756;492;5028;785
GO:2001224,positive regulation of neuron migration,15,4,0.0033613445378151263,6.337938902268982e-4,0.005558000640237576,0.06784234531489991,284403;4192;57465;57556
GO:0032868,response to insulin,55,8,0.0067226890756302525,0.00232391093083196,0.005932028436134096,0.0719580840731049,1277;2887;3033;3158;5105;51083;5465;847
GO:0086002,cardiac muscle cell action potential involved in contraction,24,5,0.004201680672268907,0.0010140702243630372,0.006085975796049458,0.07336981931904069,476;6326;6328;6329;6330
GO:0030071,regulation of mitotic metaphase/anaphase transition,34,6,0.005042016806722689,0.0014365994845143026,0.0063964653125370835,0.07592958949469192,1062;10783;11065;5347;57520;605
GO:0032869,cellular response to insulin stimulus,92,11,0.009243697478991597,0.003887269193391642,0.006398430307622811,0.07592958949469192,116085;2203;2805;3158;3643;5105;5106;57761;634;9663;9882
GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,118,13,0.010924369747899159,0.004985845269784932,0.00641494227681729,0.07592958949469192,10256;1435;1956;2044;2321;2444;3643;3791;4914;53358;5753;6098;7010
GO:0019722,calcium-mediated signaling,105,12,0.010084033613445379,0.0044365572315882874,0.00647785389123281,0.07621234126251614,120892;1235;1524;1906;27040;2826;2829;64805;719;729230;8877;90139
GO:0030168,platelet activation,56,8,0.0067226890756302525,0.0023661638568470865,0.006622854632001391,0.07699068509701618,10451;1606;1607;5028;6288;64805;7450;9002
GO:0051216,cartilage development,56,8,0.0067226890756302525,0.0023661638568470865,0.006622854632001391,0.07699068509701618,2121;2494;3373;649;655;7076;9241;960
GO:0043627,response to estrogen,45,7,0.0058823529411764705,0.0019013816706806947,0.006788463834965849,0.07815937167937392,10095;1594;3207;3485;4311;51083;595
GO:0007565,female pregnancy,68,9,0.007563025210084034,0.002873198969028605,0.006803427130309046,0.07815937167937392,10991;1393;2796;3248;3485;3620;53405;5858;7349
GO:0006081,aldehyde metabolic process,16,4,0.0033613445378151263,6.760468162420247e-4,0.007119361188273935,0.08083786279476159,10840;160428;222;22977
GO:0032367,intracellular cholesterol transport,16,4,0.0033613445378151263,6.760468162420247e-4,0.007119361188273935,0.08083786279476159,54762;57476;57655;9619
GO:0050769,positive regulation of neurogenesis,25,5,0.004201680672268907,0.0010563231503781638,0.007297890046676041,0.08238600728993242,10636;1524;4311;5176;9001
GO:0032496,response to lipopolysaccharide,107,12,0.010084033613445379,0.0045210630836185406,0.007512144140199066,0.08431734198740676,1051;117854;1594;1906;210;2796;3248;3934;6278;6556;6590;7412
GO:0050829,defense response to Gram-negative bacterium,70,9,0.007563025210084034,0.0029577048210588583,0.008215045998000239,0.09167991333768266,1113;219972;4069;5587;55876;567;57817;6556;7432
GO:0001954,positive regulation of cell-matrix adhesion,26,5,0.004201680672268907,0.0010985760763932903,0.00866833038118572,0.09493991175829977,1012;1435;3728;56477;948
GO:0050877,nervous system process,26,5,0.004201680672268907,0.0010985760763932903,0.00866833038118572,0.09493991175829977,18;2334;29082;3899;5080
GO:0006833,water transport,17,4,0.0033613445378151263,7.182997422571513e-4,0.008944671665912523,0.09493991175829977,343;360;361;83959
GO:0007548,sex differentiation,17,4,0.0033613445378151263,7.182997422571513e-4,0.008944671665912523,0.09493991175829977,2491;268;58524;8999
GO:0007631,feeding behavior,17,4,0.0033613445378151263,7.182997422571513e-4,0.008944671665912523,0.09493991175829977,51083;56923;64220;7349
GO:0030517,negative regulation of axon extension,17,4,0.0033613445378151263,7.182997422571513e-4,0.008944671665912523,0.09493991175829977,393;56920;80128;999
GO:0042327,positive regulation of phosphorylation,17,4,0.0033613445378151263,7.182997422571513e-4,0.008944671665912523,0.09493991175829977,1956;283;2887;8829
GO:0043691,reverse cholesterol transport,17,4,0.0033613445378151263,7.182997422571513e-4,0.008944671665912523,0.09493991175829977,1071;3931;55937;9619
GO:2001222,regulation of neuron migration,17,4,0.0033613445378151263,7.182997422571513e-4,0.008944671665912523,0.09493991175829977,22854;285313;815;84628
GO:0007605,sensory perception of sound,110,12,0.010084033613445379,0.00464782186166392,0.009301555335847561,0.0981942571400556,1277;1301;1428;2138;332;4646;53405;53904;54532;7020;7349;79784
GO:0042632,cholesterol homeostasis,97,11,0.009243697478991597,0.004098533823467275,0.009447368183651068,0.09919736592833621,1071;119548;1645;2053;27329;3931;55937;57476;6296;7851;9619
GO:0005975,carbohydrate metabolic process,166,16,0.013445378151260505,0.007013985718511007,0.009655897279923728,0.09951788853834509,11181;130589;2203;2524;2583;26301;2710;2819;3101;3373;4121;4166;5239;57134;9365;9942
GO:0006958,"complement activation, classical pathway",37,6,0.005042016806722689,0.0015633582625596823,0.009732676247221666,0.09951788853834509,55061;715;716;717;722;727
GO:0007131,reciprocal meiotic recombination,37,6,0.005042016806722689,0.0015633582625596823,0.009732676247221666,0.09951788853834509,124817;25788;4438;56159;9319;9985
GO:0035094,response to nicotine,37,6,0.005042016806722689,0.0015633582625596823,0.009732676247221666,0.09951788853834509,18;1906;3162;4914;6531;7412
GO:0051017,actin filament bundle assembly,37,6,0.005042016806722689,0.0015633582625596823,0.009732676247221666,0.09951788853834509,11170;1809;3611;64780;6624;83543
GO:0034220,monoatomic ion transmembrane transport,380,30,0.025210084033613446,0.016056111885748087,0.010155144163133286,0.10328393972131389,114780;117144;1184;1187;118980;126755;219527;23416;2564;266675;2893;3745;3756;3772;3773;3783;492;5026;53405;54207;57582;6326;6328;6329;7439;785;80036;81033;9022;94097
GO:0051491,positive regulation of filopodium assembly,27,5,0.004201680672268907,0.0011408290024084169,0.010206759020078638,0.10328393972131389,1809;22871;53904;6624;8829
GO:0043434,response to peptide hormone,49,7,0.0058823529411764705,0.002070393374741201,0.010807908918999576,0.10621778331053855,1277;2796;3158;655;6569;7076;7832
GO:0048666,neuron development,49,7,0.0058823529411764705,0.002070393374741201,0.010807908918999576,0.10621778331053855,158800;1809;2044;4232;4914;8829;91464
GO:0150104,transport across blood-brain barrier,86,10,0.008403361344537815,0.0036337516373008832,0.01099839961859785,0.10621778331053855,10991;177;3643;5243;553;6523;9153;92745;9376;9498
GO:0021987,cerebral cortex development,61,8,0.0067226890756302525,0.0025774284869227193,0.01102512762041543,0.10621778331053855,10460;284403;347733;4192;5080;664;89839;9928
GO:0051382,kinetochore assembly,18,4,0.0033613445378151263,7.605526682722779e-4,0.011049969665563526,0.10621778331053855,1058;1062;1063;9787
GO:0071549,cellular response to dexamethasone stimulus,18,4,0.0033613445378151263,7.605526682722779e-4,0.011049969665563526,0.10621778331053855,5105;5106;5176;8313
GO:0007519,skeletal muscle tissue development,38,6,0.005042016806722689,0.0016056111885748088,0.01107756668290102,0.10621778331053855,4634;51804;58529;6495;79784;9242
GO:0050804,modulation of chemical synaptic transmission,113,12,0.010084033613445379,0.0047745806397093,0.011405886134904389,0.10621778331053855,10636;10718;10815;120892;1524;22854;22871;2893;347733;54413;84628;9498
GO:0002675,positive regulation of acute inflammatory response,10,3,0.0025210084033613447,4.225292601512655e-4,0.01166022899507029,0.10621778331053855,101;5008;84699
GO:0006000,fructose metabolic process,10,3,0.0025210084033613447,4.225292601512655e-4,0.01166022899507029,0.10621778331053855,2203;229;5207
GO:0010666,positive regulation of cardiac muscle cell apoptotic process,10,3,0.0025210084033613447,4.225292601512655e-4,0.01166022899507029,0.10621778331053855,153;664;815
GO:0030299,intestinal cholesterol absorption,10,3,0.0025210084033613447,4.225292601512655e-4,0.01166022899507029,0.10621778331053855,1056;1645;948
GO:0035999,tetrahydrofolate interconversion,10,3,0.0025210084033613447,4.225292601512655e-4,0.01166022899507029,0.10621778331053855,10797;10840;6470
GO:0048011,neurotrophin TRK receptor signaling pathway,10,3,0.0025210084033613447,4.225292601512655e-4,0.01166022899507029,0.10621778331053855,1795;4914;9001
GO:0048701,embryonic cranial skeleton morphogenesis,10,3,0.0025210084033613447,4.225292601512655e-4,0.01166022899507029,0.10621778331053855,6495;7020;7291
GO:0051983,regulation of chromosome segregation,10,3,0.0025210084033613447,4.225292601512655e-4,0.01166022899507029,0.10621778331053855,11004;699;9212
GO:0072089,stem cell proliferation,10,3,0.0025210084033613447,4.225292601512655e-4,0.01166022899507029,0.10621778331053855,5243;7477;84133
GO:0086013,membrane repolarization during cardiac muscle cell action potential,10,3,0.0025210084033613447,4.225292601512655e-4,0.01166022899507029,0.10621778331053855,476;481;81033
GO:0086100,endothelin receptor signaling pathway,10,3,0.0025210084033613447,4.225292601512655e-4,0.01166022899507029,0.10621778331053855,1906;6495;8412
GO:0097237,cellular response to toxic substance,10,3,0.0025210084033613447,4.225292601512655e-4,0.01166022899507029,0.10621778331053855,1012;1906;5783
GO:1901652,response to peptide,10,3,0.0025210084033613447,4.225292601512655e-4,0.01166022899507029,0.10621778331053855,51083;5176;6569
GO:0006909,phagocytosis,74,9,0.007563025210084034,0.0031267165251193645,0.011693201951748994,0.10621778331053855,122618;177;22918;23616;26762;4689;5175;6556;9066
GO:0016126,sterol biosynthetic process,28,5,0.004201680672268907,0.0011830819284235432,0.011922212207990059,0.10718164445935005,1595;2222;3156;3158;3422
GO:0045931,positive regulation of mitotic cell cycle,28,5,0.004201680672268907,0.0011830819284235432,0.011922212207990059,0.10718164445935005,1978;332;440;8877;9099
GO:0007601,visual perception,170,16,0.013445378151260505,0.007182997422571513,0.011963952120910552,0.10718164445935005,1277;1301;1427;145226;2140;24;3983;50700;5080;53405;53904;6101;7439;7546;768206;83872
GO:0001666,response to hypoxia,142,14,0.011764705882352941,0.00599991549414797,0.012362125905291106,0.11024306800471932,100;18;1906;210;283;4602;481;51129;5371;5465;664;7049;7412;847
GO:0030155,regulation of cell adhesion,51,7,0.0058823529411764705,0.002154899226771454,0.01336265488845938,0.11832039495446249,177;4008;5314;5328;5329;5371;9928
GO:0048008,platelet-derived growth factor receptor signaling pathway,19,4,0.0033613445378151263,8.028055942874044e-4,0.013449630148433525,0.11832039495446249,10636;5157;80310;8829
GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,19,4,0.0033613445378151263,8.028055942874044e-4,0.013449630148433525,0.11832039495446249,55165;57333;5783;634
GO:0032729,positive regulation of type II interferon production,76,9,0.007563025210084034,0.0032112223771496176,0.013796810726984562,0.12052144292497102,10865;3113;3115;6556;7098;729230;84868;8809;9636
GO:0006956,complement activation,29,5,0.004201680672268907,0.0012253348544386698,0.013823247934046856,0.12052144292497102,10877;715;716;717;727
GO:0070374,positive regulation of ERK1 and ERK2 cascade,173,16,0.013445378151260505,0.007309756200616893,0.013963161352780038,0.12120024054213073,177;1956;255743;3791;4914;5028;50507;6278;64170;7010;7786;80310;84868;8829;948;960
GO:0006665,sphingolipid metabolic process,52,7,0.0058823529411764705,0.0021971521527865807,0.014790361276035549,0.12681116303219808,2525;2528;2583;2760;3995;7368;9514
GO:0009725,response to hormone,52,7,0.0058823529411764705,0.0021971521527865807,0.014790361276035549,0.12681116303219808,210;27329;283;3033;38;4192;7076
GO:0006898,receptor-mediated endocytosis,77,9,0.007563025210084034,0.003253475303164744,0.014947801229910912,0.12681116303219808,10928;3643;376267;432;54413;55716;7036;9260;948
GO:0006002,fructose 6-phosphate metabolic process,11,3,0.0025210084033613447,4.6478218616639205e-4,0.015440801390353828,0.12681116303219808,2203;3101;5214
GO:0034080,CENP-A containing chromatin assembly,11,3,0.0025210084033613447,4.6478218616639205e-4,0.015440801390353828,0.12681116303219808,1058;2491;55355
GO:0034329,cell junction assembly,11,3,0.0025210084033613447,4.6478218616639205e-4,0.015440801390353828,0.12681116303219808,23616;79977;999
GO:0034392,negative regulation of smooth muscle cell apoptotic process,11,3,0.0025210084033613447,4.6478218616639205e-4,0.015440801390353828,0.12681116303219808,1906;27076;2893
GO:0034695,response to prostaglandin E,11,3,0.0025210084033613447,4.6478218616639205e-4,0.015440801390353828,0.12681116303219808,2796;5731;7049
GO:0045956,positive regulation of calcium ion-dependent exocytosis,11,3,0.0025210084033613447,4.6478218616639205e-4,0.015440801390353828,0.12681116303219808,3745;6857;9066
GO:0048589,developmental growth,11,3,0.0025210084033613447,4.6478218616639205e-4,0.015440801390353828,0.12681116303219808,127343;3207;64220
GO:0051495,positive regulation of cytoskeleton organization,11,3,0.0025210084033613447,4.6478218616639205e-4,0.015440801390353828,0.12681116303219808,51466;55558;89848
GO:0070493,thrombin-activated receptor signaling pathway,11,3,0.0025210084033613447,4.6478218616639205e-4,0.015440801390353828,0.12681116303219808,10788;3248;9002
GO:0007010,cytoskeleton organization,146,14,0.011764705882352941,0.006168927198208476,0.015477306219607597,0.12681116303219808,27443;288;393;3983;4192;56924;57556;6356;64780;6494;7368;752;83442;8506
GO:0045742,positive regulation of epidermal growth factor receptor signaling pathway,30,5,0.004201680672268907,0.0012675877804537963,0.015917900103532313,0.12681116303219808,10551;5328;5329;5753;9001
