rule,rank,symbol,cohort,present,log_hr,p_value,same_direction,fdr
leave_out_gse53757,18,PODXL,E-MTAB-1980,TRUE,-0.7327433557986237,1.3259537899993037e-5,TRUE,9.281676529995126e-5
leave_out_gse53757,19,LRBA,E-MTAB-1980,TRUE,-0.3584281640198857,0.11640569006726373,TRUE,0.13580663841180768
leave_out_gse53757,20,TCIRG1,E-MTAB-1980,TRUE,0.7344246635611534,6.592565497288153e-4,TRUE,0.0023073979240508537
leave_out_gse53757,21,HIBCH,E-MTAB-1980,TRUE,-0.6370928957855956,0.011318115540942949,TRUE,0.01764445298258621
leave_out_gse53757,22,TNFAIP2,E-MTAB-1980,TRUE,-0.009783479846663007,0.9636439913118369,FALSE,0.9636439913118369
leave_out_gse40435,1,CYFIP2,E-MTAB-1980,FALSE,NA,NA,NA,NA
leave_out_gse40435,2,CRYL1,E-MTAB-1980,TRUE,-0.6765943634233695,7.896730792418688e-4,TRUE,0.0020728918330099057
leave_out_gse40435,3,HHLA2,E-MTAB-1980,TRUE,-0.3351974219437983,0.07686654951297539,TRUE,0.0949527964572049
leave_out_gse40435,4,GABBR1,E-MTAB-1980,TRUE,0.3426025815785499,0.12570680775794799,TRUE,0.14665794238427265
leave_out_gse40435,5,GCKR,E-MTAB-1980,TRUE,0.12430821314250454,0.41895732194608126,TRUE,0.43990518804338535
leave_out_gse40435,6,THBS3,E-MTAB-1980,TRUE,0.643253043900533,6.422858902081798e-5,TRUE,3.47242178841372e-4
leave_out_gse40435,7,PLEKHG4B,E-MTAB-1980,TRUE,0.3294694222398225,0.060967411124320865,TRUE,0.08535437557404921
leave_out_gse40435,8,FIRRE,E-MTAB-1980,TRUE,0.12440973991453143,0.5253791696302677,TRUE,0.5253791696302677
leave_out_gse40435,9,PANK1,E-MTAB-1980,TRUE,-0.5263700329697365,0.016166345898418387,TRUE,0.02424951884762758
leave_out_gse40435,10,ENGASE,E-MTAB-1980,TRUE,0.2175822619476519,0.3582493991009328,TRUE,0.3959598621641889
leave_out_gse40435,11,SNHG17,E-MTAB-1980,TRUE,0.6382754205764881,4.642430603020097e-4,TRUE,0.0014258441970367004
leave_out_gse40435,12,GJB1,E-MTAB-1980,TRUE,-0.7475769967189155,6.614136739835657e-5,TRUE,3.47242178841372e-4
leave_out_gse40435,13,KL,E-MTAB-1980,TRUE,-0.5074587069755868,0.0030712447916011226,TRUE,0.006449614062362358
leave_out_gse40435,14,SMIM24,E-MTAB-1980,TRUE,-0.5781521031872833,1.1708574672269023e-4,TRUE,4.91760136235299e-4
leave_out_gse40435,15,ACADM,E-MTAB-1980,TRUE,-0.6564527051716585,0.00298253776689002,TRUE,0.006449614062362358
leave_out_gse40435,16,PIF1,E-MTAB-1980,TRUE,0.9724884901709551,6.131262237068725e-5,TRUE,3.47242178841372e-4
